CASEID,YEAR,COMPWT,SEX,AGE,RACE,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
25072,1990,1.06000000000000005e+00,1,70,1, 1, 1,22,0,0,0,0, 1,16,86.6,12, 0,0,0,0, -1,-1,0, -1,-1
25073,1990,1.06000000000000005e+00,1,79,1, 1, 1,99,0,0,0,0, 1,14,63.5,13, 0,0,0,0, -1,-1,0, -1,-1
25074,1990,1.06000000000000005e+00,1,24,1, 1, 1,32,0,0,0,0, 0,17,76.4,12, 0,0,0,0, -1,-1,0, -1,-1
25075,1990,1.06000000000000005e+00,2,52,3, 2, 2, 0,0,0,0,0, 1,16,38.9,12,12,0,0,0, -1,-1,0, -1,-1
25076,1990,1.59000000000000008e+00,1,57,1, 2, 2, 0,0,0,0,0, 2,15,38.4,12,12,0,0,0, -1,-1,0, -1,-1
25077,1990,5.30000000000000027e-01,2,68,1, 1, 1,18,0,0,0,0, 0,16,51.9,12, 7,0,0,0, -1,-1,0, -1,-1
25078,1990,1.06000000000000005e+00,1,66,1, 2, 2, 0,0,0,0,0, 4,20,73.8,12,12,0,0,0, -1,-1,0, -1,-1
25079,1990,5.30000000000000027e-01,2,41,2, 2, 1,18,0,0,0,0, 0,16,73.8,12,12,0,0,0, -1,-1,0, -1,-1
25080,1990,5.30000000000000027e-01,2,78,1, 4, 1,50,0,0,0,0, 0,16,53.7,12, 0,0,0,0, -1,-1,0, -1,-1
25081,1990,5.30000000000000027e-01,1,37,1, 5, 5, 0,0,0,0,0, 0,17,54.5,12,12,0,0,0, -1,-1,0, -1,-1
25082,1990,5.30000000000000027e-01,1,22,1, 5, 5, 0,0,0,0,0, 0,14,-1.0,99, 0,0,0,0, -1,-1,0, -1,-1
25083,1990,5.30000000000000027e-01,2,84,2, 1, 1,22,0,0,0,0, 0, 8,-1.0, 4, 0,0,0,0, -1,-1,0, -1,-1
25084,1990,1.06000000000000005e+00,2,80,2, 1, 1,14,0,0,0,0, 0, 5,22.5, 9, 0,0,0,0, -1,-1,0, -1,-1
25085,1990,1.59000000000000008e+00,1,22,2, 1, 1,22,0,0,0,0, 0,14,-1.0,98, 0,0,0,0, -1,-1,0, -1,-1
25086,1990,1.06000000000000005e+00,1,50,2, 1, 1,18,0,0,0,0, 5,10,29.4,13,13,0,0,0, -1,-1,0, -1,-1
25087,1990,1.06000000000000005e+00,1,49,1, 2, 2, 0,0,0,0,0, 0,12,36.5,12,12,0,0,0, -1,-1,0, -1,-1
25088,1990,1.59000000000000008e+00,2,27,2, 1, 1,18,0,0,0,0, 0,15,69.2,12,11,0,0,0, -1,-1,0, -1,-1
25089,1990,1.06000000000000005e+00,1,64,2, 1, 1,28,0,0,0,0, 1,16,86.5,12, 0,0,0,0, -1,-1,0, -1,-1
25090,1990,5.30000000000000027e-01,2,36,2, 1, 1,60,0,0,0,0, 0,12,73.2,12,12,0,0,0, -1,-1,0, -1,-1
25091,1990,1.06000000000000005e+00,1,22,1, 4, 2, 0,0,0,0,0, 0,10,63.2,10,10,0,0,0, -1,-1,0, -1,-1
25092,1990,1.06000000000000005e+00,1,35,1, 1, 1,70,0,0,0,0, 1,15,48.5,12,12,0,0,0, -1,-1,0, -1,-1
25093,1990,5.30000000000000027e-01,1,23,2, 1, 1,12,0,0,0,0, 0,13,38.0, 4, 0,0,0,0, -1,-1,0, -1,-1
25094,1990,1.06000000000000005e+00,1,28,1, 5, 2, 0,0,0,0,0, 0,11,31.3,11, 5,0,0,0, -1,-1,0, -1,-1
25095,1990,1.06000000000000005e+00,2,39,1, 1, 1,70,0,0,0,0, 1,12,29.3,12, 5,0,0,0, -1,-1,0, -1,-1
25096,1990,1.06000000000000005e+00,1,42,1, 5, 5, 0,0,0,0,0, 5,14,32.3,12,10,0,0,0, -1,-1,0, -1,-1
25097,1990,1.06000000000000005e+00,1,57,1, 1, 1,22,0,0,0,0, 2,12,63.5,12,11,0,0,0, -1,-1,0, -1,-1
25098,1990,5.30000000000000027e-01,1,20,1, 4, 1,14,0,0,0,0, 0, 6,34.2,12,12,0,0,0, -1,-1,0, -1,-1
25099,1990,1.06000000000000005e+00,2,59,2, 1, 1,12,0,0,0,0, 1,15,36.9,12, 9,0,0,0, -1,-1,0, -1,-1
25100,1990,1.06000000000000005e+00,2,41,1, 1, 1,22,0,0,0,0, 1,14,38.0,12,12,0,0,0, -1,-1,0, -1,-1
25101,1990,1.06000000000000005e+00,1,60,1, 1, 1,60,0,0,0,0, 1,13,51.9,12, 9,0,0,0, -1,-1,0, -1,-1
25102,1990,5.30000000000000027e-01,1,36,1, 1, 1,41,0,0,0,0, 0,14,38.2,12,12,0,0,0, -1,-1,0, -1,-1
25103,1990,5.30000000000000027e-01,1,36,1, 1, 1,14,0,0,0,0, 0,12,43.2,12,12,0,0,0, -1,-1,0, -1,-1
25104,1990,1.06000000000000005e+00,1,35,1, 1, 1,60,0,0,0,0, 1,10,34.2, 8, 8,0,0,0, -1,-1,0, -1,-1
25105,1990,5.30000000000000027e-01,1,43,1, 1, 4, 0,0,0,0,0, 0, 4,31.5,10,10,0,0,0, -1,-1,0, -1,-1
25106,1990,1.06000000000000005e+00,2,37,1, 1, 2, 0,0,0,0,0, 1,18,83.7,12,12,0,0,0, -1,-1,0, -1,-1
25107,1990,1.06000000000000005e+00,1,78,1, 1, 1,14,0,0,0,0, 1,19,78.5,12, 0,0,0,0, -1,-1,0, -1,-1
25108,1990,5.30000000000000027e-01,1,34,1, 1, 1,18,0,0,0,0, 0,14,86.6,12,12,0,0,0, -1,-1,0, -1,-1
25109,1990,5.30000000000000027e-01,1,38,1, 1, 2, 0,0,0,0,0, 0,16,63.5,12,12,0,0,0, -1,-1,0, -1,-1
25110,1990,1.59000000000000008e+00,1,52,1, 2, 2, 0,0,0,0,0, 1,19,80.3,12,12,0,0,0, -1,-1,0, -1,-1
25111,1990,1.06000000000000005e+00,1,28,1, 1, 1,28,0,0,0,0, 1,12,60.5,12,12,0,0,0, -1,-1,0, -1,-1
25112,1990,1.06000000000000005e+00,2,65,1, 1, 1,22,0,0,0,0, 1,12,33.1,12, 0,0,0,0, -1,-1,0, -1,-1
25113,1990,1.06000000000000005e+00,2,48,1, 2, 4, 0,0,0,0,0, 2,13,38.9,12, 2,0,0,0, -1,-1,0, -1,-1
25114,1990,1.06000000000000005e+00,1,50,2, 1, 1,18,0,0,0,0, 1,12,31.5,12,99,0,0,0, -1,-1,0, -1,-1
25115,1990,5.30000000000000027e-01,1,79,1, 1, 1,14,0,0,0,0, 0, 5,41.2,98, 0,0,0,0, -1,-1,0, -1,-1
25116,1990,1.06000000000000005e+00,2,52,2, 1, 1,10,0,0,0,0, 0,12,17.1, 5, 0,0,0,0, -1,-1,0, -1,-1
25117,1990,1.06000000000000005e+00,2,40,2, 1, 1,60,0,0,0,0, 0,15,44.2,10,10,0,0,0, -1,-1,0, -1,-1
25118,1990,1.59000000000000008e+00,1,69,2, 2, 2, 0,0,0,0,0, 0, 2,28.6,98, 0,0,0,0, -1,-1,0, -1,-1
25119,1990,5.30000000000000027e-01,2,74,1, 1, 1,14,0,0,0,0, 0, 9,26.4, 9, 0,0,0,0, -1,-1,0, -1,-1
25120,1990,5.30000000000000027e-01,2,58,1, 3, 1,14,0,0,0,0, 0,13,44.3, 9, 5,0,0,0, -1,-1,0, -1,-1
25121,1990,1.06000000000000005e+00,1,28,1, 2, 2, 0,0,0,0,0, 0,16,48.5,10,10,0,0,0, -1,-1,0, -1,-1
25122,1990,5.30000000000000027e-01,1,41,3, 2, 2, 0,0,0,0,0, 0,10,31.3, 9, 9,0,0,0, -1,-1,0, -1,-1
25123,1990,1.59000000000000008e+00,2,22,1, 4, 4, 0,0,0,0,0, 2, 9,-1.0,10, 0,0,0,0, -1,-1,0, -1,-1
25124,1990,1.06000000000000005e+00,2,22,1, 1, 1,60,0,0,0,0, 1,14,33.1, 9, 4,0,0,0, -1,-1,0, -1,-1
25125,1990,1.06000000000000005e+00,2,29,1, 1, 1,22,0,0,0,0, 1,12,33.1,10, 1,0,0,0, -1,-1,0, -1,-1
25126,1990,5.30000000000000027e-01,2,42,2, 1, 2, 0,0,0,0,0, 0,16,38.4,12,12,0,0,0, -1,-1,0, -1,-1
25127,1990,1.06000000000000005e+00,2,49,1, 2, 2, 0,0,0,0,0, 2,12,30.8,12, 5,0,0,0, -1,-1,0, -1,-1
25128,1990,1.06000000000000005e+00,1,34,1, 2, 2, 0,0,0,0,0, 2,17,73.3,12,12,0,0,0, -1,-1,0, -1,-1
25129,1990,1.06000000000000005e+00,2,37,1, 1, 1,41,0,0,0,0, 1,13,63.2,12, 7,0,0,0, -1,-1,0, -1,-1
25130,1990,1.06000000000000005e+00,2,41,1, 1, 1,14,0,0,0,0, 2,12,54.7,12, 9,0,0,0, -1,-1,0, -1,-1
25131,1990,1.06000000000000005e+00,2,54,1, 5, 5, 0,0,0,0,0, 2,16,38.9,12,11,0,0,0, -1,-1,0, -1,-1
25132,1990,1.06000000000000005e+00,2,63,1, 3, 3, 0,0,0,0,0, 3,19,85.1,12,12,0,0,0, -1,-1,0, -1,-1
25133,1990,1.06000000000000005e+00,2,62,1, 1, 1,22,0,0,0,0, 0,12,34.6,98,11,0,0,0, -1,-1,0, -1,-1
25134,1990,1.06000000000000005e+00,1,30,1, 2, 2, 0,0,0,0,0, 2,11,27.5,98, 9,0,0,0, -1,-1,0, -1,-1
25135,1990,1.06000000000000005e+00,1,79,1, 2, 2, 0,0,0,0,0, 2, 9,31.5, 9, 0,0,0,0, -1,-1,0, -1,-1
25136,1990,5.30000000000000027e-01,2,66,1, 3, 3, 0,0,0,0,0, 0,14,31.4,10, 0,0,0,0, -1,-1,0, -1,-1
25137,1990,1.06000000000000005e+00,2,53,1, 2, 2, 0,0,0,0,0, 0,13,21.2,12,12,0,0,0, -1,-1,0, -1,-1
25138,1990,1.06000000000000005e+00,2,85,1, 1, 1,50,0,0,0,0, 0,12,22.7,12, 0,0,0,0, -1,-1,0, -1,-1
25139,1990,5.30000000000000027e-01,1,31,1, 1, 2, 0,0,0,0,0, 0,12,66.1,12,12,0,0,0, -1,-1,0, -1,-1
25140,1990,5.30000000000000027e-01,2,38,1, 2, 2, 0,0,0,0,0, 0,12,63.5,12,12,0,0,0, -1,-1,0, -1,-1
25141,1990,1.06000000000000005e+00,1,22,1, 2, 2, 0,0,0,0,0, 0,12,38.8,12,12,0,0,0, -1,-1,0, -1,-1
25142,1990,1.06000000000000005e+00,1,30,1, 2, 2, 0,0,0,0,0, 1,12,31.5,12,11,0,0,0, -1,-1,0, -1,-1
25143,1990,1.06000000000000005e+00,1,67,1, 2, 2, 0,0,0,0,0, 2,12,48.8,12, 0,0,0,0, -1,-1,0, -1,-1
25144,1990,5.30000000000000027e-01,1,74,1, 2, 2, 0,0,0,0,0, 0,12,63.5,12, 0,0,0,0, -1,-1,0, -1,-1
25145,1990,5.30000000000000027e-01,1,58,1, 2, 2, 0,0,0,0,0, 0,12,35.1, 6, 0,0,0,0, -1,-1,0, -1,-1
25146,1990,1.59000000000000008e+00,2,48,1, 4, 1,22,0,0,0,0, 2,17,57.1,12, 0,0,0,0, -1,-1,0, -1,-1
25147,1990,2.12999999999999989e+00,1,50,1, 5, 1,11,0,0,0,0, 1,15,34.2,12, 9,0,0,0, -1,-1,0, -1,-1
25148,1990,3.18999999999999995e+00,2,30,1, 2, 2, 0,0,0,0,0, 2,14,74.1,98, 9,0,0,0, -1,-1,0, -1,-1
25149,1990,1.59000000000000008e+00,2,20,1, 2, 2, 0,0,0,0,0, 0,13,65.8,13,13,0,0,0, -1,-1,0, -1,-1
25150,1990,1.06000000000000005e+00,2,40,1, 2, 2, 0,0,0,0,0, 1,14,50.5,12, 0,0,0,0, -1,-1,0, -1,-1
25151,1990,1.06000000000000005e+00,1,71,1, 2, 2, 0,0,0,0,0, 2,16,61.9,11, 8,0,0,0, -1,-1,0, -1,-1
25152,1990,1.06000000000000005e+00,2,29,1, 2, 2, 0,0,0,0,0, 0,13,29.1, 7, 0,0,0,0, -1,-1,0, -1,-1
25153,1990,2.12999999999999989e+00,1,56,1, 2, 2, 0,0,0,0,0, 2,11,34.2,12,12,0,0,0, -1,-1,0, -1,-1
25154,1990,2.12999999999999989e+00,2,49,1, 1, 2, 0,0,0,0,0, 0,16,73.2,12,12,0,0,0, -1,-1,0, -1,-1
25155,1990,1.06000000000000005e+00,2,68,1, 2, 2, 0,0,0,0,0, 0,20,81.9,12,12,0,0,0, -1,-1,0, -1,-1
25156,1990,5.30000000000000027e-01,2,50,1, 1, 1,60,0,0,0,0, 0,16,64.2,11,11,0,0,0, -1,-1,0, -1,-1
25157,1990,1.59000000000000008e+00,1,47,1, 1, 1,48,0,0,0,0, 3,16,63.5,12,12,0,0,0, -1,-1,0, -1,-1
25158,1990,2.12999999999999989e+00,2,42,2, 1, 1,20,0,0,0,0, 1,16,73.2,13,13,0,0,0, -1,-1,0, -1,-1
25159,1990,5.30000000000000027e-01,1,61,2, 1, 1,18,0,0,0,0, 0,16,83.7,13,13,0,0,0, -1,-1,0, -1,-1
25160,1990,1.59000000000000008e+00,1,53,1, 1, 1,48,0,0,0,0, 1,18,78.5,12,12,0,0,0, -1,-1,0, -1,-1
25161,1990,1.06000000000000005e+00,1,49,1, 2, 2, 0,0,0,0,0, 0,12,45.8,11,11,0,0,0, -1,-1,0, -1,-1
25162,1990,5.30000000000000027e-01,2,28,1, 1, 1,50,0,0,0,0, 0,18,62.2,10,10,0,0,0, -1,-1,0, -1,-1
25163,1990,1.06000000000000005e+00,2,56,1, 1, 1,18,0,0,0,0, 1,12,28.6,12, 0,0,0,0, -1,-1,0, -1,-1
25164,1990,1.06000000000000005e+00,2,24,1, 2, 2, 0,0,0,0,0, 0,13,38.4,11,11,0,0,0, -1,-1,0, -1,-1
25165,1990,1.06000000000000005e+00,2,25,1, 2, 2, 0,0,0,0,0, 2,16,53.3,10,10,0,0,0, -1,-1,0, -1,-1
25166,1990,1.06000000000000005e+00,1,43,1, 1, 1,14,0,0,0,0, 1, 7,29.6,12,11,0,0,0, -1,-1,0, -1,-1
25167,1990,5.30000000000000027e-01,2,75,1, 2, 1,60,0,0,0,0, 0,11,22.7, 3, 0,0,0,0, -1,-1,0, -1,-1
25168,1990,1.06000000000000005e+00,1,22,1, 2, 2, 0,0,0,0,0, 0,12,34.2,12,12,0,0,0, -1,-1,0, -1,-1
25169,1990,2.12999999999999989e+00,1,46,1, 2, 4, 0,0,0,0,0, 2,12,26.7,12,12,0,0,0, -1,-1,0, -1,-1
25170,1990,1.06000000000000005e+00,1,43,1, 1, 1,33,0,0,0,0, 1,16,86.6,12,12,0,0,0, -1,-1,0, -1,-1
25171,1990,1.06000000000000005e+00,1,31,1, 1, 2, 0,0,0,0,0, 1,13,59.0,12,11,0,0,0, -1,-1,0, -1,-1
25172,1990,1.06000000000000005e+00,2,38,1, 2, 2, 0,0,0,0,0, 0,13,36.5,10,10,0,0,0, -1,-1,0, -1,-1
25173,1990,1.06000000000000005e+00,2,39,1, 1, 2, 0,0,0,0,0, 1,14,39.0,10, 9,0,0,0, -1,-1,0, -1,-1
25174,1990,1.06000000000000005e+00,2,47,1, 1, 1,38,0,0,0,0, 1,16,64.8, 9, 2,0,0,0, -1,-1,0, -1,-1
25175,1990,1.06000000000000005e+00,2,28,1, 1, 1,40,0,0,0,0, 1,16,25.5,11, 2,0,0,0, -1,-1,0, -1,-1
25176,1990,1.06000000000000005e+00,1,27,1, 1, 1,48,0,0,0,0, 0,16,64.8, 3, 3,0,0,0, -1,-1,0, -1,-1
25177,1990,1.06000000000000005e+00,1,64,1, 2, 5, 0,0,0,0,0, 2,12,62.0,12,12,0,0,0, -1,-1,0, -1,-1
25178,1990,1.06000000000000005e+00,1,67,1, 1, 1,41,0,0,0,0, 1,16,86.6,12, 0,0,0,0, -1,-1,0, -1,-1
25179,1990,1.06000000000000005e+00,1,65,1, 1, 1,35,0,0,0,0, 1,14,37.8, 9, 0,0,0,0, -1,-1,0, -1,-1
25180,1990,1.06000000000000005e+00,2,65,1, 1, 1,40,0,0,0,0, 4,12,38.4,10, 0,0,0,0, -1,-1,0, -1,-1
25181,1990,1.06000000000000005e+00,2,19,1, 4, 2, 0,0,0,0,0, 0,10,30.8, 1, 1,0,0,0, -1,-1,0, -1,-1
25182,1990,1.06000000000000005e+00,2,56,1, 2, 2, 0,0,0,0,0, 2,12,38.4,12, 0,0,0,0, -1,-1,0, -1,-1
25183,1990,1.06000000000000005e+00,2,64,1, 1, 1,60,0,0,0,0, 1,11,22.7,10, 0,0,0,0, -1,-1,0, -1,-1
25184,1990,1.59000000000000008e+00,1,34,1, 1, 1,60,0,0,0,0, 0,18,56.5,10,10,0,0,0, -1,-1,0, -1,-1
25185,1990,1.06000000000000005e+00,2,63,1, 2, 2, 0,0,0,0,0, 2,12,29.4, 9, 9,0,0,0, -1,-1,0, -1,-1
25186,1990,1.06000000000000005e+00,2,54,1, 1, 4, 0,0,0,0,0, 1,10,-1.0,12, 0,0,0,0, -1,-1,0, -1,-1
25187,1990,2.12999999999999989e+00,1,20,1, 4, 1,30,0,0,0,0, 0,13,38.9,12, 3,0,0,0, -1,-1,0, -1,-1
25188,1990,1.06000000000000005e+00,2,36,1, 2, 2, 0,0,0,0,0, 2,14,51.9,12,12,0,0,0, -1,-1,0, -1,-1
25189,1990,1.06000000000000005e+00,2,43,1, 1, 1,60,0,0,0,0, 0,18,73.2,12,12,0,0,0, -1,-1,0, -1,-1
25190,1990,1.59000000000000008e+00,2,43,1, 2, 2, 0,0,0,0,0, 2,16,73.2,12,12,0,0,0, -1,-1,0, -1,-1
25191,1990,1.59000000000000008e+00,2,22,1, 2, 2, 0,0,0,0,0, 0,15,29.3,12, 4,0,0,0, -1,-1,0, -1,-1
25192,1990,1.06000000000000005e+00,1,34,1, 1, 1,10,0,0,0,0, 1,12,63.5,12,12,0,0,0, -1,-1,0, -1,-1
25193,1990,2.12999999999999989e+00,2,19,3, 1, 1,40,0,0,0,0, 0,11,33.1,11, 1,0,0,0, -1,-1,0, -1,-1
25194,1990,1.06000000000000005e+00,2,38,1, 1, 1,70,0,0,0,0, 1,12,63.5,12, 1,0,0,0, -1,-1,0, -1,-1
25195,1990,1.06000000000000005e+00,2,29,1, 2, 2, 0,0,0,0,0, 4,12,64.1,12,12,0,0,0, -1,-1,0, -1,-1
25196,1990,5.30000000000000027e-01,1,37,2, 2, 1,14,0,0,0,0, 0,18,65.8,12,12,0,0,0, -1,-1,0, -1,-1
25197,1990,5.30000000000000027e-01,2,35,1, 1, 1,14,0,0,0,0, 0,17,63.5,12,12,0,0,0, -1,-1,0, -1,-1
25198,1990,1.06000000000000005e+00,2,34,1, 2, 2, 0,0,0,0,0, 2,12,53.3,12, 9,0,0,0, -1,-1,0, -1,-1
25199,1990,1.06000000000000005e+00,2,28,1, 1, 1,20,0,0,0,0, 2,16,84.2,12, 3,0,0,0, -1,-1,0, -1,-1
25200,1990,5.30000000000000027e-01,2,36,1, 2, 2, 0,0,0,0,0, 0,18,73.2,13,13,0,0,0, -1,-1,0, -1,-1
25201,1990,2.12999999999999989e+00,1,24,1, 2, 2, 0,0,0,0,0, 0,15,83.7,12, 8,0,0,0, -1,-1,0, -1,-1
25202,1990,1.06000000000000005e+00,1,35,1, 1, 1,22,0,0,0,0, 2,16,64.1,12,12,0,0,0, -1,-1,0, -1,-1
25203,1990,1.06000000000000005e+00,2,55,1, 1, 1,30,0,0,0,0, 0, 9,63.5,13,13,0,0,0, -1,-1,0, -1,-1
25204,1990,1.59000000000000008e+00,2,31,2, 1, 1,10,0,0,0,0, 0,11,21.2,10, 0,0,0,0, -1,-1,0, -1,-1
25205,1990,5.30000000000000027e-01,1,59,2, 4, 1,10,0,0,0,0, 0,12,36.5, 7, 0,0,0,0, -1,-1,0, -1,-1
25206,1990,1.06000000000000005e+00,2,56,2, 1, 1,60,0,0,0,0, 1,12,26.4, 9, 0,0,0,0, -1,-1,0, -1,-1
25207,1990,5.30000000000000027e-01,2,30,2, 5, 1,10,0,0,0,0, 0,12,26.4,12,12,0,0,0, -1,-1,0, -1,-1
25208,1990,1.06000000000000005e+00,1,23,2, 2, 2, 0,0,0,0,0, 0,12,39.0,12,10,0,0,0, -1,-1,0, -1,-1
25209,1990,5.30000000000000027e-01,1,63,2, 1, 1,28,0,0,0,0, 0,10,29.2,11,10,0,0,0, -1,-1,0, -1,-1
25210,1990,1.06000000000000005e+00,1,31,2, 1, 1,14,0,0,0,0, 0,11,31.4,12, 9,0,0,0, -1,-1,0, -1,-1
25211,1990,1.06000000000000005e+00,1,78,1, 1, 1,32,0,0,0,0, 1, 8,83.9, 9, 0,0,0,0, -1,-1,0, -1,-1
25212,1990,1.06000000000000005e+00,2,42,1, 1, 4, 0,0,0,0,0, 1,13,50.7,12, 8,0,0,0, -1,-1,0, -1,-1
25213,1990,1.59000000000000008e+00,2,28,1, 2, 2, 0,0,0,0,0, 0,17,66.1,12, 8,0,0,0, -1,-1,0, -1,-1
25214,1990,5.30000000000000027e-01,2,87,1, 1, 1,34,0,0,0,0, 0,14,73.2,10, 0,0,0,0, -1,-1,0, -1,-1
25215,1990,1.06000000000000005e+00,1,42,1, 1, 1,60,0,0,0,0, 1,13,64.1,12,11,0,0,0, -1,-1,0, -1,-1
25216,1990,1.06000000000000005e+00,2,38,1, 4, 1,33,0,0,0,0, 1,12,52.4,12, 2,0,0,0, -1,-1,0, -1,-1
25217,1990,1.06000000000000005e+00,2,36,1, 1, 2, 0,0,0,0,0, 1,16,75.9,12,12,0,0,0, -1,-1,0, -1,-1
25218,1990,1.06000000000000005e+00,1,46,2, 1, 1,50,0,0,0,0, 1,18,63.5,12,12,0,0,0, -1,-1,0, -1,-1
25219,1990,5.30000000000000027e-01,1,30,1, 1, 1,30,0,0,0,0, 0,16,64.2,12,12,0,0,0, -1,-1,0, -1,-1
25220,1990,1.06000000000000005e+00,1,35,1, 2, 2, 0,0,0,0,0, 4,12,35.1,12, 9,0,0,0, -1,-1,0, -1,-1
25221,1990,1.06000000000000005e+00,2,33,1, 1, 1,33,0,0,0,0, 1,16,74.4,12,12,0,0,0, -1,-1,0, -1,-1
25222,1990,5.30000000000000027e-01,1,45,1, 4, 3, 0,0,0,0,0, 0,17,80.9,12,12,0,0,0, -1,-1,0, -1,-1
25223,1990,1.06000000000000005e+00,1,37,1, 2, 2, 0,0,0,0,0, 1,16,65.8,12, 0,0,0,0, -1,-1,0, -1,-1
25224,1990,1.59000000000000008e+00,1,35,1, 2, 2, 0,0,0,0,0, 1,15,65.8,12,12,0,0,0, -1,-1,0, -1,-1
25225,1990,1.59000000000000008e+00,2,29,3, 5, 5, 0,0,0,0,0, 5,12,26.7,98,10,0,0,0, -1,-1,0, -1,-1
25226,1990,1.06000000000000005e+00,1,33,1, 5, 1,38,0,0,0,0, 1,12,31.5,11,10,0,0,0, -1,-1,0, -1,-1
25227,1990,1.06000000000000005e+00,1,42,1, 1, 1,38,0,0,0,0, 1,13,63.2,12,11,0,0,0, -1,-1,0, -1,-1
25228,1990,1.06000000000000005e+00,1,58,1, 1, 1,22,0,0,0,0, 2,16,50.7,12,12,0,0,0, -1,-1,0, -1,-1
25229,1990,1.06000000000000005e+00,1,62,1, 1, 1,14,0,0,0,0, 1, 7,26.7,10, 0,0,0,0, -1,-1,0, -1,-1
25230,1990,1.06000000000000005e+00,2,37,1, 1, 1,14,0,0,0,0, 1, 9,22.7, 9, 5,0,0,0, -1,-1,0, -1,-1
25231,1990,2.66000000000000014e+00,2,18,3, 1, 1,40,0,0,0,0, 0,11,33.1,13,13,0,0,0, -1,-1,0, -1,-1
25232,1990,1.06000000000000005e+00,1,41,1, 1, 1,18,0,0,0,0, 1,18,81.0,12,12,0,0,0, -1,-1,0, -1,-1
25233,1990,1.59000000000000008e+00,1,22,1, 2, 2, 0,0,0,0,0, 0,14,-1.0,12, 0,0,0,0, -1,-1,0, -1,-1
25234,1990,1.06000000000000005e+00,1,31,1, 4, 1,43,0,0,0,0, 0,14,22.5,12,12,0,0,0, -1,-1,0, -1,-1
25235,1990,1.06000000000000005e+00,2,43,1, 1, 1,22,0,0,0,0, 1,12,73.8,12, 9,0,0,0, -1,-1,0, -1,-1
25236,1990,1.06000000000000005e+00,2,30,2, 5, 1,20,0,0,0,0, 5,15,28.0,12,10,0,0,0, -1,-1,0, -1,-1
25237,1990,1.06000000000000005e+00,1,45,1, 1, 1,18,0,0,0,0, 1,16,73.7,11, 5,0,0,0, -1,-1,0, -1,-1
25238,1990,1.06000000000000005e+00,2,30,1, 1, 1,50,0,0,0,0, 1,15,28.6,12, 8,0,0,0, -1,-1,0, -1,-1
25239,1990,1.06000000000000005e+00,1,38,2, 2, 2, 0,0,0,0,0, 2,12,73.2,13,13,0,0,0, -1,-1,0, -1,-1
25240,1990,5.30000000000000027e-01,1,43,1, 4, 1,10,0,0,0,0, 0,14,29.0,12,12,0,0,0, -1,-1,0, -1,-1
25241,1990,2.12999999999999989e+00,2,53,3, 4, 1,28,0,0,0,0, 2, 9,33.1,98, 0,0,0,0, -1,-1,0, -1,-1
25242,1990,5.30000000000000027e-01,2,56,3, 1, 1,70,0,0,0,0, 0,14,39.0,12,12,0,0,0, -1,-1,0, -1,-1
25243,1990,5.30000000000000027e-01,1,73,1, 1, 1,22,0,0,0,0, 0,11,73.8,10, 0,0,0,0, -1,-1,0, -1,-1
25244,1990,1.06000000000000005e+00,1,49,1, 1, 2, 0,0,0,0,0, 1,16,35.1,12,12,0,0,0, -1,-1,0, -1,-1
25245,1990,2.66000000000000014e+00,1,44,1, 2, 2, 0,0,0,0,0, 2,13,50.7,12,13,0,0,0, -1,-1,0, -1,-1
25246,1990,1.06000000000000005e+00,2,64,1, 1, 1,43,0,0,0,0, 1,13,42.3,12, 9,0,0,0, -1,-1,0, -1,-1
25247,1990,5.30000000000000027e-01,2,30,1, 4, 4, 0,0,0,0,0, 0, 8,38.4,10, 2,0,0,0, -1,-1,0, -1,-1
25248,1990,1.06000000000000005e+00,2,58,1, 1, 1,43,0,0,0,0, 1,11,28.4,12, 0,0,0,0, -1,-1,0, -1,-1
25249,1990,5.30000000000000027e-01,2,74,1, 2, 2, 0,0,0,0,0, 0, 7,64.1, 9, 0,0,0,0, -1,-1,0, -1,-1
25250,1990,1.06000000000000005e+00,2,42,1, 5, 2, 0,0,0,0,0, 0,12,47.0,10,10,0,0,0, -1,-1,0, -1,-1
25251,1990,1.06000000000000005e+00,1,71,1, 2, 2, 0,0,0,0,0, 2, 9,29.8,12, 0,0,0,0, -1,-1,0, -1,-1
25252,1990,5.30000000000000027e-01,2,66,1, 2, 2, 0,0,0,0,0, 0, 8,37.7, 2, 0,0,0,0, -1,-1,0, -1,-1
25253,1990,1.59000000000000008e+00,2,48,1, 2, 1,35,0,0,0,0, 2,12,31.5,12,11,0,0,0, -1,-1,0, -1,-1
25254,1990,2.12999999999999989e+00,1,64,1, 2, 2, 0,0,0,0,0, 2, 8,29.4,12,12,0,0,0, -1,-1,0, -1,-1
25255,1990,1.06000000000000005e+00,1,36,1, 2, 2, 0,0,0,0,0, 2,14,78.5,12,12,0,0,0, -1,-1,0, -1,-1
25256,1990,2.66000000000000014e+00,2,50,1, 1, 1,32,0,0,0,0, 1,18,43.4,12,12,0,0,0, -1,-1,0, -1,-1
25257,1990,1.59000000000000008e+00,2,41,1, 1, 1,35,0,0,0,0, 1,12,38.4,13,13,0,0,0, -1,-1,0, -1,-1
